k, i, matches, time
9, 4, 496, 65170723
9, 4, 503, 49257914
9, 4, 499, 65896246
9, 4, 499, 54311033
9, 4, 501, 54665041
9, 4, 499, 60596152
9, 4, 503, 47135487
9, 4, 503, 56675599
9, 4, 501, 54249542
9, 4, 499, 55601768
9, 4, 502, 45679945
9, 4, 500, 55629804
9, 4, 501, 50224267
9, 4, 497, 63911304
9, 4, 500, 58659106
9, 4, 501, 50871865
9, 4, 503, 49334911
9, 4, 501, 49541160
9, 4, 502, 52369795
9, 4, 501, 54657582
9, 4, 499, 57889154
9, 4, 496, 60797604
9, 4, 501, 51337528
9, 4, 501, 57647840
9, 4, 497, 57778564
9, 4, 498, 56008892
9, 4, 502, 49966561
9, 4, 498, 62754230
9, 4, 500, 52592810
9, 4, 497, 59707904
9, 4, 504, 45925520
9, 4, 503, 50796013
9, 4, 495, 62963314
9, 4, 502, 51950141
9, 4, 496, 63521995
9, 4, 505, 54097884
9, 4, 502, 57004442
9, 4, 504, 54766999
9, 4, 496, 62284212
9, 4, 502, 53112209
9, 4, 504, 50029556
9, 4, 499, 59406733
9, 4, 497, 63679223
9, 4, 495, 64963968
9, 4, 503, 48972808
9, 4, 500, 58388596
9, 4, 492, 78822844
9, 4, 498, 57952483
9, 5, 508, 56677022
9, 5, 505, 59621880
9, 5, 507, 57185397
9, 5, 505, 54521212
9, 5, 506, 55885914
9, 5, 507, 54687986
9, 5, 502, 58234210
9, 5, 508, 49596775
9, 5, 508, 56102132
9, 5, 506, 55088276
9, 5, 509, 53953595
9, 5, 509, 53563592
9, 5, 506, 54324761
9, 5, 508, 52655936
9, 5, 509, 43932095
9, 5, 505, 60928160
9, 5, 508, 53360303
9, 5, 510, 47798447
9, 5, 508, 46754992
9, 5, 507, 52766118
9, 5, 507, 49603724
9, 5, 507, 54370162
9, 5, 507, 52825231
9, 5, 508, 52485650
9, 5, 507, 51313765
9, 5, 506, 57672279
9, 5, 504, 57543038
9, 5, 509, 46864201
9, 5, 510, 48509535
9, 5, 507, 55556956
9, 5, 508, 47460081
9, 5, 509, 50564527
9, 5, 511, 44714234
9, 5, 506, 55541666
9, 5, 507, 53473871
9, 5, 506, 58128999
9, 5, 510, 47003392
9, 5, 509, 53372852
9, 5, 510, 43981334
9, 5, 505, 54984224
9, 5, 506, 53389524
9, 5, 509, 54322357
9, 5, 507, 52003967
9, 5, 509, 46833466
9, 5, 507, 50175282
9, 5, 503, 59758651
9, 5, 506, 54402085
9, 5, 507, 53966826
9, 5, 504, 58844453
9, 5, 507, 54823845
9, 5, 510, 42493699
9, 5, 508, 49722723
9, 5, 506, 51808046
9, 5, 507, 60959341
9, 5, 505, 54302135
9, 5, 507, 47852727
9, 5, 509, 49958294
9, 5, 507, 55844963
9, 5, 508, 47778886
9, 5, 509, 48222310
9, 5, 506, 54359024
9, 5, 508, 49995838
9, 5, 506, 66921719
9, 5, 506, 53129277
9, 5, 508, 52488718
9, 5, 506, 57032447
9, 5, 507, 52002207
9, 5, 505, 55426189
9, 5, 507, 55270207
9, 5, 509, 46445452
9, 5, 506, 56658303
9, 5, 505, 53496506
9, 5, 509, 48568194
9, 5, 507, 52766457
9, 5, 504, 60507087
9, 5, 508, 57460534
9, 5, 505, 58098997
9, 5, 510, 45746481
9, 5, 507, 49864579
9, 5, 508, 51467648
9, 5, 507, 60506540
9, 5, 505, 57204523
9, 5, 506, 53197289
9, 5, 503, 60588212
9, 5, 511, 45073517
9, 5, 501, 63525721
9, 5, 509, 49758104
9, 5, 507, 45992654
9, 5, 508, 55041868
9, 5, 507, 50199560
9, 5, 510, 45186374
9, 5, 509, 49315137
9, 5, 508, 49712781
9, 5, 508, 46472690
9, 5, 506, 53816311
9, 5, 508, 47127792
9, 5, 509, 47261775
9, 5, 506, 53241747
9, 5, 506, 60435932
9, 5, 506, 60520799
9, 6, 509, 56419060
9, 6, 509, 59491110
9, 6, 511, 54901697
9, 6, 509, 56706523
9, 6, 510, 57584321
9, 6, 509, 58299006
9, 6, 509, 60102172
9, 6, 511, 57260599
9, 6, 511, 57845702
9, 6, 509, 67075023
9, 6, 510, 53557678
9, 6, 510, 55798348
9, 6, 510, 61795173
9, 6, 511, 61101232
9, 6, 509, 56639302
9, 6, 510, 68856203
9, 6, 508, 71415930
9, 6, 510, 60360447
9, 6, 508, 65601566
9, 6, 511, 62370047
9, 6, 509, 62128937
9, 6, 509, 66039185
9, 6, 510, 58719650
9, 6, 511, 63422320
9, 6, 510, 62282702
9, 6, 510, 62119452
9, 6, 511, 54893959
9, 6, 509, 60238656
9, 6, 509, 71107882
9, 6, 510, 62787303
9, 6, 509, 70196569
9, 6, 511, 57603430
9, 6, 510, 58854026
9, 6, 510, 58342475
9, 6, 511, 55053855
9, 6, 509, 64549995
9, 6, 510, 55629926
9, 6, 510, 60550315
9, 6, 510, 60839666
9, 6, 511, 58529642
9, 6, 511, 58308180
9, 6, 510, 60428134
9, 6, 511, 54490431
9, 6, 511, 50272464
9, 6, 510, 59750038
9, 6, 511, 51262085
9, 6, 510, 59437366
9, 6, 509, 59214396
9, 6, 510, 60946645
9, 6, 510, 63441082
9, 6, 509, 59113632
9, 6, 511, 54543367
9, 6, 511, 56759213
9, 6, 510, 54562249
9, 6, 509, 63771327
9, 6, 511, 61377108
9, 6, 511, 54230177
9, 6, 509, 61151429
9, 6, 509, 55144150
9, 6, 510, 57314865
9, 6, 508, 56999831
9, 6, 508, 63254047
9, 6, 511, 59540741
9, 6, 511, 53274876
9, 6, 511, 53961880
9, 6, 508, 56374579
9, 6, 510, 72895302
9, 6, 509, 79548936
9, 6, 510, 58942556
9, 6, 510, 54514607
9, 6, 510, 58261731
9, 6, 508, 65440813
9, 6, 509, 58209829
9, 6, 509, 62932072
9, 6, 510, 55380994
9, 6, 510, 56510645
9, 6, 511, 56793527
9, 6, 509, 54206328
9, 6, 511, 59973473
9, 6, 511, 48478802
9, 6, 511, 58316517
9, 6, 510, 53999094
9, 6, 511, 57038293
9, 6, 510, 55837887
9, 6, 511, 51216782
9, 6, 509, 63511885
9, 6, 511, 55722877
9, 6, 510, 56342791
9, 6, 510, 55877165
9, 6, 510, 58205843
9, 6, 509, 56540809
9, 6, 510, 57591205
9, 6, 509, 66753347
9, 6, 511, 58024794
9, 6, 506, 76715398
9, 6, 511, 59766320
9, 6, 510, 59350967
9, 6, 511, 58436125
9, 6, 510, 62538009
9, 6, 510, 57796439
9, 7, 511, 66756838
9, 7, 511, 65222044
9, 7, 510, 71708335
9, 7, 510, 67378559
9, 7, 510, 70327564
9, 7, 510, 67940998
9, 7, 510, 96565199
9, 7, 511, 73667623
9, 7, 511, 84101169
9, 7, 510, 76158238
9, 7, 510, 80172360
9, 7, 511, 85589330
9, 7, 511, 67463153
9, 7, 511, 74457103
9, 7, 511, 67306000
9, 7, 510, 76014643
9, 7, 511, 82962207
9, 7, 511, 76832104
9, 7, 510, 81112126
9, 7, 510, 77018477
9, 7, 511, 72069042
9, 7, 511, 84971473
9, 7, 511, 76208704
9, 7, 510, 83041263
9, 7, 509, 93529208
9, 7, 509, 86113504
9, 7, 511, 72299877
9, 7, 510, 78572664
9, 7, 511, 66997310
9, 7, 510, 82539926
9, 7, 511, 92276051
9, 7, 510, 86443241
9, 7, 510, 80701475
9, 7, 509, 93065771
9, 7, 511, 88750770
9, 7, 510, 78113566
9, 7, 510, 77201623
9, 7, 511, 66888173
9, 7, 511, 64518239
9, 7, 511, 71392716
9, 7, 510, 80233049
9, 7, 509, 100015811
9, 7, 511, 87631520
9, 7, 510, 94060758
9, 7, 509, 106164182
9, 7, 511, 82210749
9, 7, 511, 78021026
9, 7, 511, 104428604
9, 7, 510, 95326753
9, 7, 511, 93422499
9, 7, 511, 79539160
9, 7, 511, 76611153
9, 7, 511, 73788129
9, 7, 510, 74854394
9, 7, 511, 64458265
9, 7, 511, 70908628
9, 7, 510, 68944416
9, 7, 511, 65692255
9, 7, 510, 65395615
9, 7, 511, 67638490
9, 7, 510, 69752779
9, 7, 510, 73114304
9, 7, 510, 74121829
9, 7, 510, 72140043
9, 7, 511, 69505923
9, 7, 510, 76803878
9, 7, 511, 79386516
9, 7, 510, 98964476
9, 7, 511, 85572609
9, 7, 510, 81072745
9, 7, 511, 74914237
9, 7, 511, 73249774
9, 7, 511, 73456626
9, 7, 510, 68622757
9, 7, 511, 73566251
9, 7, 510, 72898151
9, 7, 509, 75448107
9, 7, 510, 71744167
9, 7, 510, 75104615
9, 7, 509, 73226754
9, 7, 510, 73999701
9, 7, 511, 77183134
9, 7, 511, 68909250
9, 7, 510, 69154569
9, 7, 510, 74754066
9, 7, 511, 66396465
9, 7, 511, 66602741
9, 7, 509, 74092776
9, 7, 511, 71084067
9, 7, 511, 79536985
9, 7, 511, 83027139
9, 7, 509, 69055129
9, 7, 511, 70448037
9, 7, 511, 75628073
9, 7, 511, 74384892
9, 7, 511, 70811073
9, 7, 510, 66598744
9, 7, 511, 66369945
9, 7, 511, 61776911
9, 7, 511, 66887731
9, 8, 510, 83001689
9, 8, 510, 80553083
9, 8, 511, 73953207
9, 8, 511, 89005288
9, 8, 510, 91032761
9, 8, 511, 91164162
9, 8, 510, 85821387
9, 8, 511, 94904368
9, 8, 511, 88011883
9, 8, 511, 86395381
9, 8, 510, 83842701
9, 8, 511, 83586774
9, 8, 511, 86035239
9, 8, 511, 85635423
9, 8, 511, 78386601
9, 8, 511, 83301167
9, 8, 511, 78672506
9, 8, 511, 78884166
9, 8, 511, 80295755
9, 8, 511, 87352569
9, 8, 511, 78008661
9, 8, 511, 80240050
9, 8, 511, 82839171
9, 8, 510, 78528501
9, 8, 511, 84896610
9, 8, 511, 77157992
9, 8, 511, 76258068
9, 8, 511, 82587100
9, 8, 511, 78434404
9, 8, 511, 85177812
9, 8, 511, 76351557
9, 8, 511, 81449168
9, 8, 511, 85533925
9, 8, 511, 75490725
9, 8, 511, 75555571
9, 8, 511, 80275557
9, 8, 511, 76338434
9, 8, 511, 76836084
9, 8, 511, 82548511
9, 8, 511, 82054033
9, 8, 511, 80279414
9, 8, 511, 78691446
9, 8, 511, 77848694
9, 8, 511, 79479341
9, 8, 510, 97550664
9, 8, 511, 93279258
9, 8, 510, 99985808
9, 8, 511, 93001614
9, 8, 511, 102589413
9, 8, 511, 105416460
9, 8, 511, 82117714
9, 8, 511, 79241330
9, 8, 511, 79656903
9, 8, 511, 73932966
9, 8, 511, 77257832
9, 8, 511, 81984586
9, 8, 511, 82045451
9, 8, 511, 79953307
9, 8, 511, 80424703
9, 8, 511, 75696669
9, 8, 511, 78586683
9, 8, 511, 81032349
9, 8, 511, 75186204
9, 8, 511, 80315197
9, 8, 511, 78539187
9, 8, 511, 77953425
9, 8, 511, 80622732
9, 8, 511, 78328909
9, 8, 511, 81690223
9, 8, 511, 87213123
9, 8, 511, 78688047
9, 8, 509, 86004481
9, 8, 511, 87385662
9, 8, 511, 86925215
9, 8, 511, 89710841
9, 8, 511, 82564385
9, 8, 510, 83148316
9, 8, 511, 99881097
9, 8, 511, 89114937
9, 8, 511, 93289107
9, 8, 511, 82864752
9, 8, 511, 100215997
9, 8, 511, 78497647
9, 8, 511, 86414032
9, 8, 511, 104118165
9, 8, 511, 89431959
9, 8, 511, 87051095
9, 8, 511, 86519834
9, 8, 511, 88170058
9, 8, 511, 97992784
9, 8, 511, 105262913
9, 8, 511, 102625930
9, 8, 511, 89397313
9, 8, 511, 91276658
9, 8, 511, 105065677
9, 8, 511, 95802014
9, 8, 511, 106208623
9, 8, 510, 89744314
9, 8, 511, 97389558
9, 8, 510, 91705333
9, 9, 511, 96466011
9, 9, 511, 97931547
9, 9, 511, 99961146
9, 9, 511, 105961794
9, 9, 511, 109164049
9, 9, 511, 92403126
9, 9, 511, 98963897
9, 9, 510, 95011461
9, 9, 511, 89725220
9, 9, 511, 89287049
9, 9, 511, 107250061
9, 9, 511, 115113753
9, 9, 511, 116808376
9, 9, 510, 109991612
9, 9, 511, 121427036
9, 9, 511, 142673438
9, 9, 511, 110385683
9, 9, 511, 97565223
9, 9, 511, 99513047
9, 9, 511, 93908269
9, 9, 511, 100030896
9, 9, 511, 93165788
9, 9, 511, 92072462
9, 9, 511, 94709368
9, 9, 511, 91024806
9, 9, 511, 93813807
9, 9, 511, 94603147
9, 9, 511, 96212017
9, 9, 511, 90212700
9, 9, 511, 92562009
9, 9, 511, 85878729
9, 9, 511, 95049191
9, 9, 511, 90530037
9, 9, 511, 88763805
9, 9, 511, 91939622
9, 9, 511, 93238260
9, 9, 511, 91524689
9, 9, 511, 95628236
9, 9, 510, 95965619
9, 9, 511, 91167756
9, 9, 511, 98545277
9, 9, 511, 121476299
9, 9, 511, 101805353
9, 9, 511, 92971164
9, 9, 511, 88265979
9, 9, 511, 88341726
9, 9, 510, 99150339
9, 9, 511, 89664654
9, 9, 511, 98126418
9, 9, 511, 88915693
9, 9, 511, 93009826
9, 9, 511, 94262526
9, 9, 511, 90676715
9, 9, 511, 101410950
9, 9, 511, 98359559
9, 9, 511, 93183063
9, 9, 511, 94937142
9, 9, 511, 93455850
9, 9, 511, 93888251
9, 9, 510, 110798280
9, 9, 511, 107557145
9, 9, 511, 139283710
9, 9, 511, 98911640
9, 9, 510, 101363793
9, 9, 511, 91933652
9, 9, 511, 98476033
9, 9, 510, 93159004
9, 9, 511, 95253914
9, 9, 511, 93625781
9, 9, 510, 92720867
9, 9, 511, 91142544
9, 9, 511, 96455321
9, 9, 511, 98238558
9, 9, 510, 102049526
9, 9, 511, 99671546
9, 9, 511, 96888241
9, 9, 511, 108901388
9, 9, 511, 112694955
9, 9, 511, 133272853
9, 9, 511, 118142975
9, 9, 511, 110277135
9, 9, 511, 118075464
9, 9, 511, 113500438
9, 9, 511, 108030105
9, 9, 511, 101287142
9, 9, 511, 108846119
9, 9, 511, 104319456
9, 9, 511, 88431317
9, 9, 511, 90689463
9, 9, 511, 98808283
9, 9, 511, 105841355
9, 9, 511, 115824810
9, 9, 511, 109843531
9, 9, 511, 116177243
9, 9, 511, 97999470
9, 9, 511, 93577541
9, 9, 511, 90970808
9, 9, 511, 96661175
9, 9, 511, 94915361
9, 9, 511, 94105373
10, 1, 647, 7133853
10, 1, 651, 12411566
10, 1, 642, 8227886
10, 1, 646, 7414113
10, 1, 653, 9808848
10, 1, 632, 9206664
10, 1, 631, 8134814
10, 1, 635, 6982367
10, 1, 637, 8663378
10, 1, 652, 7456570
10, 1, 647, 9974061
10, 1, 647, 7087571
10, 1, 651, 8053024
10, 1, 651, 9724400
10, 1, 636, 8836530
10, 1, 659, 7802713
10, 1, 640, 9134903
10, 1, 640, 8054775
10, 1, 653, 10437651
10, 1, 646, 10740229
10, 1, 648, 18881203
10, 1, 650, 10843413
10, 1, 640, 9976797
10, 1, 643, 9008661
10, 1, 637, 8351672
10, 1, 647, 7363666
10, 1, 655, 7258827
10, 1, 646, 7421764
10, 1, 649, 7634579
10, 1, 632, 7876458
10, 1, 628, 9992526
10, 1, 648, 8630226
10, 1, 660, 9701755
10, 1, 643, 10864806
10, 1, 651, 17004031
10, 1, 645, 9853254
10, 1, 655, 7746931
10, 1, 644, 7698058
10, 1, 640, 8047065
10, 1, 643, 8750831
10, 1, 650, 9395079
10, 1, 666, 8000956
10, 1, 652, 7357973
10, 1, 653, 7328979
10, 1, 653, 8086240
10, 1, 654, 8202846
10, 1, 649, 7475475
10, 1, 645, 7981465
10, 1, 653, 7476557
10, 1, 646, 7788627
10, 1, 636, 9185033
10, 1, 629, 8043141
10, 1, 655, 8605053
10, 1, 637, 11163914
10, 1, 653, 9974779
10, 1, 656, 10440603
10, 1, 648, 8707573
10, 1, 648, 8665528
10, 1, 640, 7994199
10, 1, 652, 11155631
10, 1, 624, 10401545
10, 1, 640, 11185057
10, 1, 646, 10852547
10, 1, 631, 11139088
10, 1, 664, 8945439
10, 1, 664, 7277481
10, 1, 655, 7415793
10, 1, 651, 9579644
10, 1, 651, 10487496
10, 1, 652, 10070222
10, 1, 649, 10032802
10, 1, 647, 10225707
10, 1, 673, 10137559
10, 1, 636, 9576308
10, 1, 651, 7765943
10, 1, 630, 10644493
10, 1, 652, 7491374
10, 1, 642, 7580097
10, 1, 635, 7483291
10, 1, 658, 7443019
10, 1, 624, 8543914
10, 1, 644, 7627457
10, 1, 647, 7985305
10, 1, 658, 8832879
10, 1, 643, 7360109
10, 1, 659, 7095093
10, 1, 651, 7679067
10, 1, 644, 9669362
10, 1, 635, 10206395
10, 1, 658, 9397895
10, 1, 636, 8087209
10, 1, 642, 8520589
10, 1, 657, 9079267
10, 1, 657, 8193285
10, 1, 646, 9415064
10, 1, 655, 7266401
10, 1, 652, 7402754
10, 1, 620, 9402173
10, 1, 645, 7627011
10, 1, 630, 7772854
10, 2, 850, 78277758
10, 2, 845, 82081912
10, 2, 846, 55982180
10, 2, 848, 80768517
10, 2, 851, 71319912
10, 2, 873, 93435010
10, 2, 855, 85470685
10, 2, 863, 71590040
10, 2, 850, 65926131
10, 2, 866, 66220107
10, 2, 859, 59376550
10, 2, 867, 56380626
10, 2, 864, 57908521
10, 2, 862, 68605449
10, 2, 856, 49403956
10, 2, 841, 67652447
10, 2, 859, 60275143
10, 2, 860, 55968610
10, 2, 856, 69452143
10, 2, 863, 84367814
10, 2, 839, 84988551
10, 2, 873, 70397603
10, 2, 850, 60922264
10, 2, 870, 51585250
10, 2, 852, 78648101
10, 2, 853, 55245351
10, 2, 862, 94705707
10, 2, 870, 60613827
10, 2, 870, 108631078
10, 2, 872, 108676896
10, 2, 876, 54261532
10, 2, 860, 65904836
10, 2, 866, 64462062
10, 2, 855, 53042364
10, 2, 864, 69682070
10, 2, 852, 79603994
10, 2, 865, 65159159
10, 2, 852, 72004803
10, 2, 858, 48933818
10, 2, 863, 63616638
10, 2, 858, 73831964
10, 2, 852, 64444452
10, 2, 854, 67064864
10, 2, 866, 66974666
10, 2, 864, 63623159
10, 2, 862, 58894086
10, 2, 879, 74866011
10, 2, 848, 77622821
10, 2, 864, 65568997
10, 2, 859, 53076630
10, 2, 851, 79351122
10, 2, 858, 85504377
10, 2, 858, 69394055
10, 2, 861, 66078194
10, 2, 848, 65845888
10, 2, 836, 69372622
10, 2, 877, 64359791
10, 2, 870, 61367722
10, 2, 852, 68195665
10, 2, 869, 69692713
10, 2, 854, 78094757
10, 2, 846, 73103125
10, 2, 864, 74865798
10, 2, 839, 76169146
10, 2, 860, 49736816
10, 2, 859, 71676321
10, 2, 857, 66163272
10, 2, 846, 68204710
10, 2, 840, 88811726
10, 2, 866, 73602815
10, 2, 849, 71613518
10, 2, 851, 68132222
10, 2, 865, 68043851
10, 2, 861, 70319417
10, 2, 850, 64292820
10, 2, 858, 69708422
10, 2, 865, 65692948
10, 2, 868, 68738294
10, 2, 870, 57509209
10, 2, 852, 63717721
10, 2, 856, 61900526
10, 2, 840, 69888959
10, 2, 872, 70203102
10, 2, 854, 71920423
10, 2, 862, 53761307
10, 2, 875, 66011979
10, 2, 858, 60371749
10, 2, 853, 85357561
10, 2, 863, 48364155
10, 2, 855, 58321390
10, 2, 860, 63354808
10, 2, 859, 74859735
10, 2, 840, 70796030
10, 2, 852, 73770377
10, 2, 850, 84578453
10, 2, 875, 53828055
10, 2, 850, 89534516
10, 2, 858, 80755438
10, 2, 862, 65671376
10, 2, 856, 70760045
10, 3, 959, 522214729
10, 3, 967, 532052605
10, 3, 958, 528154820
10, 3, 951, 586938535
10, 3, 953, 697284212
10, 3, 955, 673563828
10, 3, 964, 479708681
10, 3, 962, 500167465
10, 3, 963, 473183233
10, 3, 962, 480462996
10, 3, 958, 491346721
10, 3, 952, 530625122
10, 3, 962, 501430455
10, 3, 957, 503629904
10, 3, 962, 534422823
10, 3, 967, 467588135
10, 3, 969, 481812834
10, 3, 967, 445274549
10, 3, 958, 525814300
10, 3, 977, 414554576
10, 3, 964, 472746462
10, 3, 959, 471354248
10, 3, 957, 551403354
10, 3, 953, 547236584
10, 3, 957, 524427790
10, 3, 963, 485830984
10, 3, 962, 499595277
10, 3, 959, 477819588
10, 3, 966, 456274211
10, 3, 964, 494969007
10, 3, 971, 471147877
10, 3, 963, 489618614
10, 3, 956, 550792940
10, 3, 968, 487474526
10, 3, 956, 553434727
10, 3, 967, 456152255
10, 3, 967, 448039978
10, 3, 972, 483995118
10, 3, 967, 466495646
10, 3, 961, 486642389
10, 3, 959, 494615113
10, 3, 964, 499506344
10, 3, 961, 548577427
10, 3, 953, 522658648
10, 3, 963, 480896239
10, 3, 960, 476399373
10, 3, 958, 480795516
10, 3, 966, 458288603
10, 3, 970, 468516761
10, 3, 953, 518248132
10, 3, 968, 479485852
10, 3, 965, 497265862
10, 3, 966, 464749764
10, 3, 965, 437944722
10, 3, 965, 474033878
10, 3, 961, 536502895
10, 3, 970, 487511379
10, 3, 949, 608069023
10, 3, 963, 467464327
10, 3, 966, 490781752
10, 3, 963, 544490531
10, 3, 950, 537963441
10, 3, 963, 574580026
10, 3, 963, 475344421
10, 3, 955, 564578960
10, 3, 976, 486217680
10, 3, 955, 556876986
10, 3, 965, 497683845
10, 3, 964, 526297623
10, 3, 958, 554434683
10, 3, 967, 491854762
10, 3, 959, 492560973
10, 3, 950, 561328810
10, 3, 972, 456569339
10, 3, 965, 505034769
10, 3, 961, 502607893
10, 3, 963, 451503395
10, 3, 957, 518144627
10, 3, 953, 566913278
10, 3, 951, 549744935
10, 3, 966, 471572489
10, 3, 969, 468196569
10, 3, 965, 513452294
10, 3, 958, 533210215
10, 3, 955, 527055012
10, 3, 970, 499332371
10, 3, 957, 522284943
10, 3, 965, 506594000
10, 3, 954, 559311201
10, 3, 944, 591119493
10, 3, 963, 490018492
10, 3, 973, 496321885
10, 3, 969, 459420636
10, 3, 969, 472703624
10, 3, 964, 476260874
10, 3, 962, 486689469
10, 3, 967, 477047431
10, 3, 967, 437154885
10, 3, 961, 541759653
10, 3, 962, 510742116
10, 4, 1000, 423656522
10, 4, 1008, 349808311
10, 4, 1002, 371045965
10, 4, 1002, 364090485
10, 4, 999, 382476854
10, 4, 1006, 352025207
10, 4, 1001, 357351098
10, 4, 1007, 348988871
10, 4, 994, 443615225
10, 4, 1002, 342324854
10, 4, 999, 395528423
10, 4, 998, 404226215
10, 4, 1005, 351622224
10, 4, 1004, 351231580
10, 4, 1004, 351127043
10, 4, 998, 399263487
10, 4, 1002, 376857085
10, 4, 1002, 362015587
10, 4, 1007, 355721393
10, 4, 1000, 385557561
10, 4, 996, 462082708
10, 4, 1000, 382033983
10, 4, 1002, 378474758
10, 4, 1009, 313675790
10, 4, 1010, 374364295
10, 4, 1006, 351864493
10, 4, 1005, 343835765
10, 4, 998, 380917591
10, 4, 1000, 430549008
10, 4, 1004, 388458886
10, 4, 1003, 362500915
10, 4, 1000, 372762469
10, 4, 1003, 364044527
10, 4, 1008, 334220973
10, 4, 1010, 278163083
10, 4, 1001, 360833278
10, 4, 1000, 380439609
10, 4, 1006, 337631680
10, 4, 1009, 305613392
10, 4, 1010, 326397572
10, 4, 1003, 355046226
10, 4, 1002, 360593434
10, 4, 1000, 362400074
10, 4, 1003, 344231026
10, 4, 1003, 355869621
10, 4, 1004, 355039178
10, 4, 995, 414383103
10, 4, 1001, 360345924
10, 4, 998, 405655591
10, 4, 999, 381145473
10, 4, 997, 398207755
10, 4, 996, 405365805
10, 4, 995, 445386383
10, 4, 1007, 336841426
10, 4, 1005, 344621968
10, 4, 1002, 347425491
10, 4, 1001, 381827151
10, 4, 992, 436322996
10, 4, 994, 416677885
10, 4, 999, 397830143
10, 4, 991, 438303297
10, 4, 1006, 364891052
10, 4, 995, 419119589
10, 4, 994, 436163541
10, 4, 1002, 371639048
10, 4, 1009, 335154851
10, 4, 1001, 372414364
10, 4, 1005, 347192769
10, 4, 1003, 372101811
10, 4, 998, 402602886
10, 4, 995, 457741584
10, 4, 1005, 335303102
10, 4, 1001, 350366871
10, 4, 994, 389878429
10, 4, 1000, 364437967
10, 4, 1004, 329562587
10, 4, 992, 453347968
10, 4, 1000, 382127791
10, 4, 1002, 357863077
10, 4, 1008, 317210601
10, 4, 998, 388152950
10, 4, 1002, 373883185
10, 4, 999, 448551115
10, 4, 1004, 344312962
10, 4, 1007, 370372973
10, 4, 1004, 385710428
10, 4, 1002, 364566101
10, 4, 1002, 371073980
10, 4, 1007, 297081450
10, 4, 997, 390094479
10, 4, 999, 391632657
10, 4, 996, 428651723
10, 4, 1001, 436204982
10, 4, 1000, 388995104
10, 4, 999, 420673020
10, 4, 1000, 405065079
10, 4, 1001, 385759259
10, 4, 996, 426213647
10, 4, 1003, 374549751
10, 4, 1001, 383846362
10, 5, 1020, 299684584
10, 5, 1018, 316609888
10, 5, 1016, 331569530
10, 5, 1013, 355442338
10, 5, 1014, 346990292
10, 5, 1015, 339934385
10, 5, 1018, 320245424
10, 5, 1017, 318325751
10, 5, 1013, 354433105
10, 5, 1016, 322138961
10, 5, 1013, 354682409
10, 5, 1011, 373533248
10, 5, 1017, 336207430
10, 5, 1013, 353018531
10, 5, 1010, 392355179
10, 5, 1019, 303249901
10, 5, 1016, 320630774
10, 5, 1018, 328864012
10, 5, 1020, 281546910
10, 5, 1015, 356862095
10, 5, 1019, 298472906
10, 5, 1018, 307136404
10, 5, 1016, 324301619
10, 5, 1014, 349226402
10, 5, 1016, 329379735
10, 5, 1015, 343242313
10, 5, 1015, 342810719
10, 5, 1013, 349457684
10, 5, 1020, 292206579
10, 5, 1016, 355634733
10, 5, 1010, 393965372
10, 5, 1016, 335107106
10, 5, 1015, 353896200
10, 5, 1012, 368886444
10, 5, 1017, 323596471
10, 5, 1016, 343293748
10, 5, 1014, 343332756
10, 5, 1012, 362381846
10, 5, 1013, 355468271
10, 5, 1015, 384858030
10, 5, 1016, 339335333
10, 5, 1015, 339404808
10, 5, 1012, 362847974
10, 5, 1015, 381795420
10, 5, 1015, 360693215
10, 5, 1019, 340006674
10, 5, 1014, 364186612
10, 5, 1018, 343189728
10, 5, 1015, 356172944
10, 5, 1022, 314602702
10, 5, 1018, 323170456
10, 5, 1019, 338008837
10, 5, 1014, 395711830
10, 5, 1015, 371296070
10, 5, 1018, 316237144
10, 5, 1015, 331713137
10, 5, 1012, 391266746
10, 5, 1014, 344156661
10, 5, 1019, 305528110
10, 5, 1013, 332211830
10, 5, 1015, 357721266
10, 5, 1020, 304895145
10, 5, 1019, 298124438
10, 5, 1014, 375680472
10, 5, 1016, 345710279
10, 5, 1011, 387777419
10, 5, 1015, 342083188
10, 5, 1016, 363899446
10, 5, 1017, 354726800
10, 5, 1015, 334083769
10, 5, 1017, 323600264
10, 5, 1012, 369617764
10, 5, 1013, 375053767
10, 5, 1020, 302013567
10, 5, 1014, 349819118
10, 5, 1012, 379538485
10, 5, 1016, 336920006
10, 5, 1017, 337821026
10, 5, 1014, 341939517
10, 5, 1018, 322470213
10, 5, 1018, 310220839
10, 5, 1011, 365253512
10, 5, 1019, 294705736
10, 5, 1014, 326980360
10, 5, 1011, 383688957
10, 5, 1013, 376444461
10, 5, 1018, 305288460
10, 5, 1019, 344951252
10, 5, 1010, 380894507
10, 5, 1009, 377048621
10, 5, 1018, 320740431
10, 5, 1011, 372557326
10, 5, 1011, 390148548
10, 5, 1015, 343904943
10, 5, 1019, 324696588
10, 5, 1013, 354707286
10, 5, 1013, 373143897
10, 5, 1014, 379163024
10, 5, 1020, 292635238
10, 5, 1014, 348962746
10, 6, 1017, 404011240
10, 6, 1022, 356687074
10, 6, 1021, 364055863
10, 6, 1020, 360256450
10, 6, 1018, 394565165
10, 6, 1022, 352325592
10, 6, 1022, 350732675
10, 6, 1020, 365750829
10, 6, 1021, 364330060
10, 6, 1019, 364116764
10, 6, 1015, 421755322
10, 6, 1020, 369895928
10, 6, 1023, 350346633
10, 6, 1020, 360049231
